player_id,player_name,season,completions_total,attempts_total,passing_yards_total,passing_tds_total,interceptions_total,sacks_total,sack_yards_total,passing_air_yards_total,passing_yards_after_catch_total,passing_first_downs_total,carries_total,rushing_yards_total,rushing_tds_total,rushing_fumbles_total,rushing_first_downs_total,receptions_total,targets_total,receiving_yards_total,receiving_tds_total,receiving_air_yards_total,receiving_yards_after_catch_total,receiving_first_downs_total,fantasy_points_total,fantasy_points_ppr_total,games_played,completions_avg,attempts_avg,passing_yards_avg,passing_tds_avg,interceptions_avg,sacks_avg,sack_yards_avg,passing_air_yards_avg,passing_yards_after_catch_avg,passing_first_downs_avg,passing_epa_avg,pacr_avg,carries_avg,rushing_yards_avg,rushing_tds_avg,rushing_fumbles_avg,rushing_first_downs_avg,rushing_epa_avg,receptions_avg,targets_avg,receiving_yards_avg,receiving_tds_avg,receiving_air_yards_avg,receiving_yards_after_catch_avg,receiving_first_downs_avg,receiving_2pt_conversions_avg,racr_avg,target_share_avg,air_yards_share_avg,wopr_avg,fantasy_points_avg,fantasy_points_ppr_avg,position,green_zone_carries,HVTs,avg_pass_epa_deep_left,avg_pass_epa_deep_middle,avg_pass_epa_deep_right,avg_pass_epa_short_left,avg_pass_epa_short_middle,avg_pass_epa_short_right,avg_rec_epa_rec_deep_left,avg_rec_epa_rec_deep_middle,avg_rec_epa_rec_deep_right,avg_rec_epa_rec_short_left,avg_rec_epa_rec_short_middle,avg_rec_epa_rec_short_right,pct_targets_rec_deep_left,pct_targets_rec_deep_middle,pct_targets_rec_deep_right,pct_targets_rec_short_left,pct_targets_rec_short_middle,pct_targets_rec_short_right,total_tackled_for_loss,total_rb_carries,pct_carries_tackled_for_loss,routes,yprr,down_1_position,down_1_team,down_1_attempts,down_1_completions,down_1_passing_yards,down_1_passing_first_downs,down_1_carries,down_1_rushing_yards,down_1_rushing_first_downs,down_1_targets,down_1_receptions,down_1_receiving_yards,down_1_receiving_first_downs,down_1_team_carries_in_played_games,down_1_team_targets_in_played_games,down_1_team_receptions_in_played_games,down_1_team_rush_fd_in_played_games,down_1_team_rec_fd_in_played_games,down_1_games_played,down_1_team_carries_all_games,down_1_team_targets_all_games,down_1_team_receptions_all_games,down_1_yards_per_pass_attempt,down_1_yards_per_completion,down_1_yards_per_carry,down_1_yards_per_target,down_1_yards_per_reception,down_1_pass_attempts_per_game,down_1_completions_per_game,down_1_passing_yards_per_game,down_1_passing_first_downs_per_game,down_1_carries_per_game,down_1_rushing_yards_per_game,down_1_rushing_first_downs_per_game,down_1_targets_per_game,down_1_receptions_per_game,down_1_receiving_yards_per_game,down_3_position,down_3_team,down_3_attempts,down_3_completions,down_3_passing_yards,down_3_passing_first_downs,down_3_carries,down_3_rushing_yards,down_3_rushing_first_downs,down_3_targets,down_3_receptions,down_3_receiving_yards,down_3_receiving_first_downs,down_3_team_carries_in_played_games,down_3_team_targets_in_played_games,down_3_team_receptions_in_played_games,down_3_team_rush_fd_in_played_games,down_3_team_rec_fd_in_played_games,down_3_games_played,down_3_team_carries_all_games,down_3_team_targets_all_games,down_3_team_receptions_all_games,down_3_yards_per_pass_attempt,down_3_yards_per_completion,down_3_yards_per_carry,down_3_yards_per_target,down_3_yards_per_reception,down_3_pass_attempts_per_game,down_3_completions_per_game,down_3_passing_yards_per_game,down_3_passing_first_downs_per_game,down_3_carries_per_game,down_3_rushing_yards_per_game,down_3_rushing_first_downs_per_game,down_3_targets_per_game,down_3_receptions_per_game,down_3_receiving_yards_per_game,routes_per_game,TPRR,firstDPRR
00-0032778,Tajae Sharpe,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,112,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37.333,0,0,0,0,0.031,0.139,0.144,0,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,-0.734,-1.197,-2.935,0,0,0,0.333,0.333,0.333,0,0,0,NA,NA,NA,13,0,WR,MIN,0,0,0,0,0,0,0,1,0,0,0,15,19,13,2,7,1,250,237,158,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,WR,MIN,0,0,0,0,0,0,0,1,0,0,0,4,11,4,3,2,1,48,133,75,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,4.333,0.231,0
00-0032780,Jordan Howard,2020,0,0,0,0,0,0,0,0,0,0,35,60,4,0,7,1,1,-3,0,-4,0,0,29.7,30.7,7,0,0,0,0,0,0,0,0,0,0,0,0,5,8.571,0.571,0,1,-0.989,0.143,0.143,-0.429,0,-0.571,0,0,0,0.107,0.003,-0.002,0.004,4.243,4.386,RB,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,35,0.171,22,-0.14,RB,PHI,0,0,0,0,20,31,1,0,0,0,0,88,120,81,11,46,7,202,263,148,0,0,1.55,0,0,0,0,0,0,2.857,1.55,0.143,0,0,0,RB,MIA,0,0,0,0,4,2,3,0,0,0,0,11,21,9,7,6,3,64,139,66,0,0,0.5,0,0,0,0,0,0,1.333,0.5,1,0,0,0,3.143,0.045,0
00-0032791,Jakeem Grant,2020,0,0,0,0,0,0,0,0,0,0,3,20,0,0,1,36,54,373,1,567,172,22,51.3,87.3,14,0,0,0,0,0,0,0,0,0,0,0,0,0.214,1.429,0,0,0.071,-0.052,2.571,3.857,26.643,0.071,40.5,12.286,1.571,0,0.934,0.12,0.147,0.283,3.664,6.236,WR,NA,NA,NA,NA,NA,NA,NA,NA,-1.371,-1.14,0.336,0.006,0.398,0.757,0.111,0.056,0.074,0.241,0.241,0.278,NA,NA,NA,NA,NA,WR,MIA,0,0,0,0,1,29,1,24,18,232,11,178,224,154,16,74,14,213,258,176,0,0,29,9.667,12.889,0,0,0,0,0.071,29,0.071,1.714,1.286,16.571,WR,MIA,0,0,0,0,0,0,0,20,11,90,8,46,106,50,18,38,12,64,139,66,0,0,0,4.5,8.182,0,0,0,0,0,NA,0,1.667,0.917,7.5,NA,NA,NA
00-0032792,Nate Sudfeld,2020,5,12,32,0,1,2,16,118,18,1,2,12,0,1,1,0,0,0,0,0,0,0,-1.52,-1.52,1,5,12,32,0,1,2,16,118,18,1,-4.725,0.271,2,12,0,1,1,-5.976,0,0,0,0,0,0,0,0,0,0,0,0,-1.52,-1.52,QB,NA,NA,-0.646,0,-0.63,0.433,0.043,-0.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QB,PHI,5,2,11,0,0,0,0,0,0,0,0,10,16,8,1,2,1,202,263,148,2.2,5.5,0,0,0,5,2,11,0,0,NA,0,0,0,0,QB,PHI,5,2,16,1,0,0,0,0,0,0,0,4,10,3,3,2,1,54,166,72,3.2,8,0,0,0,5,2,16,1,0,NA,0,0,0,0,NA,NA,NA
00-0032807,Clayton Fejedelem,2020,0,0,0,0,0,0,0,0,0,0,2,23,0,0,2,0,0,0,0,0,0,0,2.3,2.3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,11.5,0,0,1,2.702,0,0,0,0,0,0,0,0,0,0,0,0,1.15,1.15,DB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032813,Elijhaa Penny,2020,0,0,0,0,0,0,0,0,0,0,6,15,0,0,4,2,3,20,0,4,16,1,3.5,5.5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,0,0,0.667,0.008,0.333,0.5,3.333,0,0.667,2.667,0.167,0,1.667,0.014,0.002,0.023,0.583,0.917,RB,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,11,1.82,RB,NYG,0,0,0,0,0,0,0,2,1,9,0,28,26,16,5,3,2,222,205,119,0,0,0,4.5,9,0,0,0,0,0,NA,0,1,0.5,4.5,RB,NYG,0,0,0,0,4,7,3,0,0,0,0,13,40,25,6,17,4,37,161,93,0,0,1.75,0,0,0,0,0,0,1,1.75,0.75,0,0,0,1.833,0.273,0.091
00-0032881,Tommylee Lewis,2020,0,0,0,0,0,0,0,0,0,0,2,14,0,0,1,1,3,5,0,38,0,0,1.9,2.9,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3.5,0,0,0.25,-0.032,0.25,0.75,1.25,0,9.5,0,0,0,0.25,0.02,0.034,0.054,0.475,0.725,WR,NA,NA,NA,NA,NA,NA,NA,NA,-0.499,0,0,0,-0.427,-0.756,0.333,0,0,0,0.333,0.333,NA,NA,NA,14,0.36,WR,NO,0,0,0,0,2,14,1,1,0,0,0,34,25,15,7,6,2,255,222,149,0,0,7,0,0,0,0,0,0,1,7,0.5,0.5,0,0,WR,NO,0,0,0,0,0,0,0,1,1,5,0,2,11,8,2,0,1,60,148,95,0,0,0,5,5,0,0,0,0,0,NA,0,1,1,5,3.5,0.214,0
00-0032918,C.J. Ham,2020,0,0,0,0,0,0,0,0,0,0,5,18,0,0,2,8,13,97,1,43,75,6,17.5,25.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0.455,1.636,0,0,0.182,-0.043,0.727,1.182,8.818,0.091,3.909,6.818,0.545,0,-0.691,0.035,0.015,0.064,1.591,2.318,RB,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,108,0.9,RB,MIN,0,0,0,0,3,16,1,9,6,80,4,132,120,74,18,39,8,250,237,158,0,0,5.333,8.889,13.333,0,0,0,0,0.375,5.333,0.125,1.125,0.75,10,RB,MIN,0,0,0,0,2,2,1,1,1,9,1,8,19,9,6,4,2,48,133,75,0,0,1,9,9,0,0,0,0,1,1,0.5,0.5,0.5,4.5,9.818,0.12,0.056
00-0032940,DeAndre Washington,2020,0,0,0,0,0,0,0,0,0,0,31,91,0,0,2,5,10,30,0,26,23,2,12.1,17.1,4,0,0,0,0,0,0,0,0,0,0,0,0,7.75,22.75,0,0,0.5,-1.95,1.25,2.5,7.5,0,6.5,5.75,0.5,0,3.427,0.064,0.015,0.107,3.025,4.275,RB,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,31,0.129,33,0.91,RB,MIA,0,0,0,0,23,83,1,5,1,6,0,56,61,38,11,17,4,213,258,176,0,0,3.609,1.2,6,0,0,0,0,5.75,3.609,0.25,1.25,0.25,1.5,RB,KC,0,0,0,0,1,2,1,1,1,2,0,6,17,6,3,4,2,49,146,87,0,0,2,2,2,0,0,0,0,0.5,2,0.5,0.5,0.5,1,8.25,0.303,0.061
00-0032943,Riley Dixon,2020,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,-2.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,NA,NA,0,0,0,0,-2.574,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032950,Carson Wentz,2020,251,437,2620,16,15,50,326,3871,996,130,52,276,5,3,25,0,0,0,0,0,0,0,198.4,198.4,12,20.917,36.417,218.333,1.333,1.25,4.167,27.167,322.583,83,10.833,-7.25,0.713,4.333,23,0.417,0.25,2.083,0.897,0,0,0,0,0,0,0,0,0,0,0,0,16.533,16.533,QB,9,NA,0.183,0.354,0.179,-0.059,-0.011,-0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QB,PHI,193,112,1145,46,16,53,2,0,0,0,0,146,200,115,16,48,12,202,263,148,5.933,10.223,3.312,0,0,16.083,9.333,95.417,3.833,1.333,3.312,0.167,0,0,0,QB,PHI,119,54,628,37,17,86,12,0,0,0,0,34,124,56,21,39,12,54,166,72,5.277,11.63,5.059,0,0,9.917,4.5,52.333,3.083,1.417,5.059,1,0,0,0,NA,NA,NA
00-0032951,Laquon Treadwell,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,49,2,39,13,4,16.9,22.9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.75,12.25,0.5,9.75,3.25,1,0,1.424,0.046,0.036,0.094,4.225,5.725,WR,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.576,0.732,0.254,0,0,0,0.714,0.143,0.143,NA,NA,NA,40,1.23,WR,ATL,0,0,0,0,0,0,0,3,3,27,2,30,56,39,1,22,3,228,257,173,0,0,0,9,9,0,0,0,0,0,NA,0,1,1,9,WR,ATL,0,0,0,0,0,0,0,1,0,0,0,3,11,6,2,5,1,49,172,94,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,10,0.175,0.1
00-0032956,Andy Janovich,2020,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,2,5,13,0,9,12,1,1.7,3.7,6,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.667,0,0,0.167,0.042,0.333,0.833,2.167,0,1.5,2,0.167,0,2.167,0.029,0.005,0.048,0.283,0.617,RB,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,33,0.39,RB,CLE,0,0,0,0,1,2,0,3,2,13,1,76,44,23,13,10,4,287,180,108,0,0,2,4.333,6.5,0,0,0,0,0.25,2,0,0.75,0.5,3.25,RB,CLE,0,0,0,0,1,2,1,1,0,0,0,11,16,7,8,5,2,63,133,70,0,0,2,0,0,0,0,0,0,0.5,2,0.5,0.5,0,0,5.5,0.152,0.03
00-0032972,Devontae Booker,2020,0,0,0,0,0,0,0,0,0,0,93,423,3,1,21,17,21,84,0,7,81,2,68.7,85.7,15,0,0,0,0,0,0,0,0,0,0,0,0,6.2,28.2,0.2,0.067,1.4,0.195,1.133,1.4,5.6,0,0.467,5.4,0.133,0,1.193,0.042,0.002,0.065,4.58,5.713,RB,5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,93,0.043,105,0.8,RB,LV,0,0,0,0,64,287,7,8,7,26,0,255,188,124,35,55,15,268,206,134,0,0,4.484,3.25,3.714,0,0,0,0,4.267,4.484,0.467,0.533,0.467,1.733,RB,LV,0,0,0,0,6,21,5,4,3,22,0,22,80,45,15,28,8,47,151,90,0,0,3.5,5.5,7.333,0,0,0,0,0.75,3.5,0.625,0.5,0.375,2.75,7,0.2,0.019
00-0032975,Jonathan Williams,2020,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,4,4,21,0,-2,23,2,0.6,4.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,-5.371,4,4,21,0,-2,23,2,0,-10.5,0.095,-0.006,0.139,0.6,4.6,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,21,1,RB,DET,0,0,0,0,1,5,0,2,2,14,1,16,20,13,2,7,1,201,256,162,0,0,5,7,7,0,0,0,0,1,5,0,2,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0.19,0.095
00-0032977,Rashard Higgins,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,52,599,4,733,78,26,83.9,120.9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.083,4.333,49.917,0.333,61.083,6.5,2.167,0,0.839,0.151,0.255,0.405,6.992,10.075,WR,NA,NA,NA,NA,NA,NA,NA,NA,0.821,1.5,1.294,-0.095,0.36,0.766,0.115,0.058,0.269,0.25,0.115,0.192,NA,NA,NA,294,2.04,WR,CLE,0,0,0,0,0,0,0,19,12,192,6,158,98,62,28,33,9,287,180,108,0,0,0,10.105,16,0,0,0,0,0,NA,0,2.111,1.333,21.333,WR,CLE,0,0,0,0,0,0,0,13,8,136,7,32,63,34,17,26,8,63,133,70,0,0,0,10.462,17,0,0,0,0,0,NA,0,1.625,1,17,24.5,0.177,0.088
00-0032980,Marcus Johnson,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,255,0,487,49,11,25.5,39.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,3.5,31.875,0,60.875,6.125,1.375,0,0.522,0.096,0.226,0.302,3.188,4.938,WR,NA,NA,NA,NA,NA,NA,NA,NA,0.207,1.109,0.228,-0.091,1.504,-0.224,0.214,0.143,0.071,0.286,0.107,0.179,NA,NA,NA,178,1.43,WR,IND,0,0,0,0,0,0,0,14,4,78,2,60,64,39,9,18,4,241,232,153,0,0,0,5.571,19.5,0,0,0,0,0,NA,0,3.5,1,19.5,WR,IND,0,0,0,0,0,0,0,9,6,118,5,17,61,35,8,28,6,50,147,87,0,0,0,13.111,19.667,0,0,0,0,0,NA,0,1.5,1,19.667,22.25,0.157,0.062
00-0032986,J.P. Holtz,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0.048,0.036,0.097,0,0,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TE,CHI,0,0,0,0,0,0,0,1,0,0,0,5,7,3,3,3,1,35,170,82,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,NA,NA,NA
00-0033006,Jaydon Mickens,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,58,0,73,31,6,5.8,12.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,5,29,0,36.5,15.5,3,0,2.102,0.124,0.1,0.256,2.9,6.4,WR,NA,NA,NA,NA,NA,NA,NA,NA,0,-1.236,-1.226,-0.113,0.881,2.376,0,0.1,0.1,0.3,0.3,0.2,NA,NA,NA,36,1.61,WR,TB,0,0,0,0,0,0,0,1,1,11,0,15,11,4,2,1,1,236,230,136,0,0,0,11,11,0,0,0,0,0,NA,0,1,1,11,WR,TB,0,0,0,0,0,0,0,4,3,21,3,1,25,13,0,8,2,26,165,97,0,0,0,5.25,7,0,0,0,0,0,NA,0,2,1.5,10.5,18,0.278,0.167
00-0033009,Tyler Boyd,2020,1,2,16,0,0,0,0,2,22,1,5,49,0,0,2,79,110,841,4,940,350,43,113.64,192.64,15,0.067,0.133,1.067,0,0,0,0,0.133,1.467,0.067,0.049,0,0.333,3.267,0,0,0.133,0.142,5.267,7.333,56.067,0.267,62.667,23.333,2.867,0,0.834,0.2,0.23,0.461,7.576,12.843,WR,NA,NA,0,0,0,-0.5,0,1.236,-0.354,-0.373,-0.919,0.447,0.48,0.625,0.064,0.064,0.036,0.264,0.373,0.2,NA,NA,NA,511,1.65,WR,CIN,1,0,0,0,3,33,1,38,28,259,11,175,201,112,18,48,13,220,235,136,0,0,11,6.816,9.25,0.077,0,0,0,0.231,11,0.077,2.923,2.154,19.923,WR,CIN,0,0,0,0,0,0,0,27,19,264,15,32,133,68,15,45,12,50,163,82,0,0,0,9.778,13.895,0,0,0,0,0,NA,0,2.25,1.583,22,34.067,0.215,0.084
00-0033025,Jalen Richard,2020,0,0,0,0,0,0,0,0,0,0,22,123,1,1,7,19,23,138,0,49,97,5,32.1,51.1,12,0,0,0,0,0,0,0,0,0,0,0,0,1.833,10.25,0.083,0.083,0.583,0.463,1.583,1.917,11.5,0,4.083,8.083,0.417,0,2.811,0.056,0.017,0.096,2.675,4.258,RB,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22,0,123,1.12,RB,LV,0,0,0,0,9,30,0,10,8,49,1,130,118,78,16,34,8,268,206,134,0,0,3.333,4.9,6.125,0,0,0,0,1.125,3.333,0,1.25,1,6.125,RB,LV,0,0,0,0,8,82,5,9,7,65,2,31,81,48,18,34,9,47,151,90,0,0,10.25,7.222,9.286,0,0,0,0,0.889,10.25,0.556,1,0.778,7.222,10.25,0.187,0.041
00-0033040,Tyreek Hill,2020,0,0,0,0,0,0,0,0,0,0,13,123,2,0,5,87,135,1276,15,1739,434,57,241.9,328.9,15,0,0,0,0,0,0,0,0,0,0,0,0,0.867,8.2,0.133,0,0.333,0.492,5.8,9,85.067,1,115.933,28.933,3.8,0,0.857,0.233,0.356,0.598,16.127,21.927,WR,2,NA,NA,NA,NA,NA,NA,NA,-0.052,0.357,1.444,0.319,0.256,0.646,0.111,0.022,0.178,0.237,0.178,0.274,NA,NA,NA,592,2.16,WR,KC,0,0,0,0,10,111,3,57,40,548,20,220,249,158,33,75,15,230,262,167,0,0,11.1,9.614,13.7,0,0,0,0,0.667,11.1,0.2,3.8,2.667,36.533,WR,KC,0,0,0,0,1,-1,0,33,19,291,17,33,112,62,17,48,12,49,146,87,0,0,-1,8.818,15.316,0,0,0,0,0.083,-1,0,2.75,1.583,24.25,39.467,0.228,0.096
00-0033045,Ezekiel Elliott,2020,0,0,0,0,0,0,0,0,0,0,244,979,6,5,62,52,71,338,2,-17,360,20,171.7,223.7,15,0,0,0,0,0,0,0,0,0,0,0,0,16.267,65.267,0.4,0.333,4.133,-1.857,3.467,4.733,22.533,0.133,-1.133,24,1.333,0.067,-3.487,0.115,-0,0.172,11.447,14.913,RB,33,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,245,0.061,387,0.87,RB,DAL,0,0,0,0,142,617,17,33,24,162,7,212,267,170,21,82,15,224,279,179,0,0,4.345,4.909,6.75,0,0,0,0,9.467,4.345,1.133,2.2,1.6,10.8,RB,DAL,0,0,0,0,24,88,15,8,6,35,3,53,139,68,30,46,14,57,159,78,0,0,3.667,4.375,5.833,0,0,0,0,1.714,3.667,1.071,0.571,0.429,2.5,25.8,0.183,0.052
00-0033077,Dak Prescott,2020,151,222,1856,9,4,10,66,1762,810,93,18,93,3,0,8,1,1,11,1,10,1,1,134.64,135.64,5,30.2,44.4,371.2,1.8,0.8,2,13.2,352.4,162,18.6,6.404,1.072,3.6,18.6,0.6,0,1.6,1.771,0.2,0.2,2.2,0.2,2,0.2,0.2,0,0.22,0.006,0.008,0.015,26.928,27.128,QB,5,NA,1.024,1.571,0.16,0.091,0.353,-0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,QB,DAL,103,72,832,39,6,24,0,1,1,11,1,73,109,76,5,42,5,224,279,179,8.078,11.556,4,11,11,20.6,14.4,166.4,7.8,1.2,4,0,0.2,0.2,2.2,QB,DAL,44,23,300,17,5,37,2,0,0,0,0,14,47,25,10,18,5,57,159,78,6.818,13.043,7.4,0,0,8.8,4.6,60,3.4,1,7.4,0.4,0,0,0,0.2,1,1
00-0033080,Seth DeValve,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35,0,0,0,0,0.022,0.086,0.093,0,0,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,TE,ARI,0,0,0,0,0,0,0,1,0,0,0,12,19,9,1,0,1,276,227,156,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.083,0
00-0033083,Darian Thompson,2020,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0.3,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,-2.537,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,DB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0033085,Jerald Hawkins,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.019,0,0.028,0,0,OL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OL,PIT,0,0,0,0,0,0,0,1,0,0,0,2,13,8,1,5,1,44,186,114,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,2,0.5,0
00-0033090,Hunter Henry,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,93,613,4,741,226,35,85.3,145.3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.286,6.643,43.786,0.286,52.929,16.143,2.5,0,1.131,0.179,0.178,0.393,6.093,10.379,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,1.28,TE,LAC,0,0,0,0,0,0,0,24,15,184,9,200,170,109,16,43,12,260,231,143,0,0,0,7.667,12.267,0,0,0,0,0,NA,0,2,1.25,15.333,TE,LAC,0,0,0,0,0,0,0,33,18,173,15,38,157,91,20,69,13,42,182,104,0,0,0,5.242,9.611,0,0,0,0,0,NA,0,2.538,1.385,13.308,34.286,0.194,0.073
